Driver,Team,LapNumber,Compound,TyreLife,Stint,LapTime
ZHO,Kick Sauber,15.0,HARD,14.0,2.0,0 days 00:01:21.447000
ZHO,Kick Sauber,16.0,HARD,15.0,2.0,0 days 00:01:20.481000
ZHO,Kick Sauber,17.0,HARD,16.0,2.0,0 days 00:01:20.979000
ZHO,Kick Sauber,18.0,HARD,17.0,2.0,0 days 00:01:20.911000
ZHO,Kick Sauber,19.0,HARD,18.0,2.0,0 days 00:01:21.420000
ZHO,Kick Sauber,20.0,HARD,19.0,2.0,0 days 00:01:20.904000
ZHO,Kick Sauber,21.0,HARD,20.0,2.0,0 days 00:01:20.669000
ZHO,Kick Sauber,22.0,HARD,21.0,2.0,0 days 00:01:21.083000
ZHO,Kick Sauber,23.0,HARD,22.0,2.0,0 days 00:01:20.792000
ZHO,Kick Sauber,24.0,HARD,23.0,2.0,0 days 00:01:20.347000
ZHO,Kick Sauber,25.0,HARD,24.0,2.0,0 days 00:01:20.763000
ZHO,Kick Sauber,26.0,HARD,25.0,2.0,0 days 00:01:20.869000
ZHO,Kick Sauber,27.0,HARD,26.0,2.0,0 days 00:01:21.293000
ZHO,Kick Sauber,28.0,HARD,27.0,2.0,0 days 00:01:21.516000
ZHO,Kick Sauber,29.0,HARD,28.0,2.0,0 days 00:01:21.338000
ZHO,Kick Sauber,30.0,HARD,29.0,2.0,0 days 00:01:21.044000
ZHO,Kick Sauber,31.0,HARD,30.0,2.0,0 days 00:01:20.806000
ZHO,Kick Sauber,32.0,HARD,31.0,2.0,0 days 00:01:20.782000
ZHO,Kick Sauber,33.0,HARD,32.0,2.0,0 days 00:01:20.677000
ZHO,Kick Sauber,34.0,HARD,33.0,2.0,0 days 00:01:20.736000
ZHO,Kick Sauber,35.0,HARD,34.0,2.0,0 days 00:01:20.372000
ZHO,Kick Sauber,36.0,HARD,35.0,2.0,0 days 00:01:20.986000
ZHO,Kick Sauber,37.0,HARD,36.0,2.0,0 days 00:01:21.449000
ZHO,Kick Sauber,38.0,HARD,37.0,2.0,0 days 00:01:21.090000
ZHO,Kick Sauber,39.0,HARD,38.0,2.0,0 days 00:01:21.233000
ZHO,Kick Sauber,40.0,HARD,39.0,2.0,0 days 00:01:24.969000
ZHO,Kick Sauber,41.0,HARD,40.0,2.0,0 days 00:01:21.127000
ZHO,Kick Sauber,42.0,HARD,41.0,2.0,0 days 00:01:21.957000
ZHO,Kick Sauber,43.0,HARD,42.0,2.0,0 days 00:01:20.578000
ZHO,Kick Sauber,44.0,HARD,43.0,2.0,0 days 00:01:19.610000
ZHO,Kick Sauber,45.0,HARD,44.0,2.0,0 days 00:01:20.686000
ZHO,Kick Sauber,46.0,HARD,45.0,2.0,0 days 00:01:20.146000
ZHO,Kick Sauber,47.0,HARD,46.0,2.0,0 days 00:01:20.075000
ZHO,Kick Sauber,48.0,HARD,47.0,2.0,0 days 00:01:22.481000
ZHO,Kick Sauber,49.0,HARD,48.0,2.0,0 days 00:01:22.134000
ZHO,Kick Sauber,50.0,HARD,49.0,2.0,0 days 00:01:20.946000
ZHO,Kick Sauber,51.0,HARD,50.0,2.0,0 days 00:01:20.962000
ZHO,Kick Sauber,52.0,HARD,51.0,2.0,0 days 00:01:20.970000
ZHO,Kick Sauber,53.0,HARD,52.0,2.0,0 days 00:01:21.375000
ZHO,Kick Sauber,54.0,HARD,53.0,2.0,0 days 00:01:22.153000
ZHO,Kick Sauber,55.0,HARD,54.0,2.0,0 days 00:01:21.399000
ZHO,Kick Sauber,56.0,HARD,55.0,2.0,0 days 00:01:20.315000
ZHO,Kick Sauber,57.0,HARD,56.0,2.0,0 days 00:01:21.119000
ZHO,Kick Sauber,58.0,HARD,57.0,2.0,0 days 00:01:18.795000
ZHO,Kick Sauber,59.0,HARD,58.0,2.0,0 days 00:01:17.936000
ZHO,Kick Sauber,60.0,HARD,59.0,2.0,0 days 00:01:18.545000
ZHO,Kick Sauber,61.0,HARD,60.0,2.0,0 days 00:01:18.707000
ZHO,Kick Sauber,62.0,HARD,61.0,2.0,0 days 00:01:18.817000
ZHO,Kick Sauber,63.0,HARD,62.0,2.0,0 days 00:01:18.789000
ZHO,Kick Sauber,64.0,HARD,63.0,2.0,0 days 00:01:19.295000
ZHO,Kick Sauber,65.0,HARD,64.0,2.0,0 days 00:01:19.719000
ZHO,Kick Sauber,66.0,HARD,65.0,2.0,0 days 00:01:19.749000
ZHO,Kick Sauber,67.0,HARD,66.0,2.0,0 days 00:01:20.357000
ZHO,Kick Sauber,68.0,HARD,67.0,2.0,0 days 00:01:25.217000
ZHO,Kick Sauber,69.0,HARD,68.0,2.0,0 days 00:01:20.484000
ZHO,Kick Sauber,70.0,HARD,69.0,2.0,0 days 00:01:40.898000
ZHO,Kick Sauber,71.0,SOFT,1.0,3.0,0 days 00:01:25.295000
ZHO,Kick Sauber,72.0,SOFT,2.0,3.0,0 days 00:01:20.585000
ZHO,Kick Sauber,73.0,SOFT,3.0,3.0,0 days 00:01:15.233000
ZHO,Kick Sauber,74.0,SOFT,4.0,3.0,0 days 00:01:20.473000
ZHO,Kick Sauber,75.0,SOFT,5.0,3.0,0 days 00:01:14.718000
ZHO,Kick Sauber,76.0,SOFT,6.0,3.0,0 days 00:01:17.173000
